Source,Language,Date,Branch,Region,Sessions,Event Name,Program Type,Public Event?,Volunteer Assisted?,Tags,Event Type,Hours,Tech?,Virtual?,Attendance,Audience Age,Older Adults?,Health and Wellness?,Business and Career?,EventSponsor,UniqueProgramID,Location,ESOL Flag (internal),School,Instructor,Comments,Group Category,Group Name,Participating Branch,Live Attendance,VideoViews,Branch blending,One on one program?,Outreach Type:,Zip code for comm health,Start time,Completion time,Program Area,Row to remove,Hybrid,High Profile,Vehicle,CHO ID,Interpretation Offered
Calendar of Events,English,7/8/2026 6:30:00 AM,Highlawn,New Utrecht,1,Toddler Time,Story times,Yes,No,"early literacy, first five years, preschool, storytime, toddler time",Program,0.75,No,No,34,BirthToFiveYears,No,No,No,,830320,"Highlawn, Meeting Room",No,,Danielle Shapiro,,,,,34,0,Highlawn,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 6:00:00 AM,McKinley Park,New Utrecht,1,Toddler Time,Story times,Yes,No,"early literacy, first five years, preschool, storytime, toddler time",Program,1,No,No,36,BirthToFiveYears,No,No,No,,824949,"McKinley Park, Meeting Room",No,,,,,,,36,0,McKinley Park,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,"English, Spanish",7/8/2026 9:00:00 AM,Sunset Park,New Utrecht,1,Read and Play,Story times,Yes,No,"ADHD, autism, developmental disabilities, first five years, Inclusive Services, Spanish",Program,0.75,No,No,12,BirthToFiveYears,No,No,No,Inclusive Services,817517,Sunset Park Library,No,,Henry Davis,,,,,12,0,Sunset Park,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 7:00:00 AM,Ulmer Park,New Utrecht,1,Preschool Storytime,Story times,Yes,No,storytime,Program,1,No,No,12,BirthToFiveYears,No,No,No,,832092,"Ulmer Park, Meeting Room",No,,Denise Folkes,,,,,12,0,Ulmer Park,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 7:00:00 AM,Clinton Hill,Park Slope,1,Kids Create! First 5 Years,"Crafting, Digital Media, Making",Yes,No,"first five years, kids create",Program,1,No,No,67,BirthToFiveYears,No,No,No,,831540,"Clinton Hill, Meeting Room",No,,,,,,Clinton Hill Library,67,0,Clinton Hill,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 6:45:00 AM,Pacific,Park Slope,1,Toddler Time,Passive Programs,Yes,No,"early literacy, first five years, toddler time",Program,0.5,No,No,25,BirthToFiveYears,No,No,No,,832718,"Pacific, 2nd Flr Meeting Room",No,,mshoultz,,,,,25,0,Pacific,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 7:15:00 AM,Adams Street,Park Slope,1,Babies and Books (LAPSIT BABIES ONLY),Story times,Yes,No,"babies & books, early literacy, story play",Program,0.5,No,No,27,BirthToFiveYears,No,No,No,,831193,Adams Street Library,No,,Kimberly Behan,,,,,27,0,Adams Street,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 7:15:00 AM,Carroll Gardens,Park Slope,1,Babies & Books,Story times,Yes,No,"babies & books, early literacy, first five years, storytime, summer reading",Program,0.75,No,No,80,BirthToFiveYears,No,No,No,,830053,Carroll Gardens Library,No,,Rebecca,,,,,68,12,Carroll Gardens,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 6:30:00 AM,Carroll Gardens,Park Slope,1,Toddler Time,Story times,Yes,No,"early literacy, first five years, preschool, storytime, summer reading, toddler time",Program,0.5,No,No,118,BirthToFiveYears,No,No,No,,830057,Carroll Gardens Library,No,,Rebecca,,,,,98,20,Carroll Gardens,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 6:30:00 AM,Park Slope,Park Slope,1,Park Slope Storytime,Story times,Yes,No,"first five years, storytime",Program,0.5,No,No,16,BirthToFiveYears,No,No,No,,832782,"Park Slope, Auditorium",No,,Rebecca,,,,Park Slope Library,16,0,Park Slope,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 7:00:00 AM,Park Slope,Park Slope,1,Park Slope Storytime,Story times,Yes,No,"first five years, storytime",Program,0.5,No,No,17,BirthToFiveYears,No,No,No,,832787,"Park Slope, Auditorium",No,,Rebecca,,,,Park Slope Library,17,0,Park Slope,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 7:00:00 AM,Walt Whitman,Park Slope,1,Storytime in Fort Greene Park,Story times,Yes,No,"babies & books, BPL Outdoors, early literacy, storytime, toddler time",Program,1,No,No,60,BirthToFiveYears,No,No,No,,827681,Walt Whitman Library,No,,,,,,,60,0,Walt Whitman,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 6:30:00 AM,Williamsburgh,Park Slope,1,Storytime,Story times,Yes,No,"preschool, storytime",Program,0.5,No,No,35,BirthToFiveYears,No,No,No,,827231,Williamsburgh Library,No,,TK,,,,,35,0,Williamsburgh,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 11:30:00 AM,Leonard,Crown Heights,1,Kids Explore:,Games,Yes,No,"arts and crafts, Build with Lego, kids, kids explore, music, STEM & STEAM",Program,0.75,No,No,12,Kids,No,No,No,,804366,"Leonard, Auditorium",No,,Elzbieta Krawczuk,,,,,12,0,Leonard,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 9:00:00 AM,Bedford,Crown Heights,1,Free Summer Meals,Health & Wellness,Yes,No,"first five years, free summer meals, kids, summer meals",Program,1,No,No,2,Kids,No,No,No,,826113,Bedford Library,No,,Christina Ferrari,,,,,2,0,Bedford,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 10:00:00 AM,Greenpoint,Crown Heights,1,Rooftop Garlic Harvesting,Health & Wellness,Yes,No,"BPL Outdoors, climate and the environment, gardening",Program,1,No,No,10,Kids,No,No,No,,834643,"Greenpoint, Demonstration Garden",No,,M. Day,,,,,10,0,Greenpoint,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,"English, Polish",7/8/2026 12:30:00 PM,Greenpoint,Crown Heights,1,Our Garden Club,Story times,Yes,No,"ADHD, autism, developmental disabilities, gardening, Inclusive Services",Program,1,No,No,15,Kids,No,No,No,Inclusive Services,827173,"Greenpoint, Demonstration Garden",No,,"Eva Belzek, Elizabeth Inyanobor",,,,,15,0,Greenpoint,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 10:00:00 AM,Mill Basin,Flatbush,1,Grab & Go Kit,"Crafting, Digital Media, Making",Yes,No,grab and go kits,Program,4,No,No,16,Kids,No,No,No,,830148,Mill Basin Library,No,,Ann Lautner,,,,,16,0,Mill Basin,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 6:30:00 AM,Bedford,Crown Heights,1,Story Play,Story times,Yes,No,"early literacy, first five years, preschool, story play, summer reading",Program,0.75,No,No,41,BirthToFiveYears,No,No,No,,831306,"Bedford Library, Auditorium",No,,Rachel Weiss,,,,,41,0,Bedford,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 6:30:00 AM,Brower Park,Crown Heights,1,Storytime in the Park for Toddlers,Story times,Yes,No,"BPL Outdoors, early literacy, first five years, storytime, summer reading, toddler time",Program,0.5,No,No,70,BirthToFiveYears,No,No,No,,817600,Brower Park Library,No,,,,,,,70,0,Brower Park,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 7:15:00 AM,Brower Park,Crown Heights,1,Storytime in the Park for Babies,Story times,Yes,No,"babies & books, BPL Outdoors, early literacy, first five years, storytime",Program,0.5,No,No,50,BirthToFiveYears,No,No,No,,817617,Brower Park Library,No,,,,,,,50,0,Brower Park,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 6:30:00 AM,Crown Heights,Crown Heights,1,Lora Heller - Baby Fingers: A Musical Journey through Language and Learning,Story times,Yes,No,"babies & books, sign language",Program,1,No,No,38,BirthToFiveYears,No,No,No,,829892,Crown Heights Library,No,,,,,,,38,0,Crown Heights,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,"English, Polish",7/8/2026 9:00:00 AM,Greenpoint,Crown Heights,1,Read and Play,Story times,Yes,No,"ADHD, autism, developmental disabilities, first five years, Inclusive Services",Program,0.75,No,No,21,BirthToFiveYears,No,No,No,Inclusive Services,827185,Greenpoint Library,No,,"Eva Belzek, Elizabeth Inyanobor",,,,,21,0,Greenpoint,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 6:30:00 AM,Leonard,Crown Heights,1,Toddler Storytime,Story times,Yes,No,"storytime, toddler time",Program,0.75,No,No,48,BirthToFiveYears,No,No,No,,820361,"Leonard, Auditorium",No,,Elzbieta Krawczuk,,,,,48,0,Leonard,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 8:25:00 AM,Leonard,Crown Heights,1,Toddler Storytime- session2,Story times,Yes,No,"storytime, toddler time",Program,0.5833,No,No,28,BirthToFiveYears,No,No,No,,834543,"Leonard, Auditorium",No,,Elzbieta Krawczuk,,,,,28,0,Leonard,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 6:30:00 AM,Marcy,Crown Heights,1,Story Play,Story times,Yes,No,"early literacy, first five years, preschool, story play",Program,0.9167,No,No,60,BirthToFiveYears,No,No,No,,832413,"Marcy, Meeting Room",No,,Traci Barrow,,,,,60,0,Marcy,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 7:00:00 AM,Cortelyou,Flatbush,1,Toddler Time,Story times,Yes,No,"early literacy, first five years, preschool, storytime",Program,0.5,No,No,30,BirthToFiveYears,No,No,No,,829290,Cortelyou Library,No,,Cecelia Cortez,Another well attended storytime -- this session was on movement. Cecelia read Steve Jenkins Move and made animal cutouts for kids to explore and color.,,,,30,0,Cortelyou,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 7:00:00 AM,Flatbush,Flatbush,1,"Ready, Set, Kindergarten!",Story times,Yes,No,"early literacy, preschool storytime, ready set kindergarten",Program,0.75,No,No,21,BirthToFiveYears,No,No,No,,834419,Flatbush Library,No,,,,,,,21,0,Flatbush,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 7:00:00 AM,Mill Basin,Flatbush,1,Storytime,Story times,Yes,No,"early literacy, first five years, preschool, storytime",Program,0.5,No,No,17,BirthToFiveYears,No,No,No,,827731,Mill Basin Library,No,,Ann Lautner,,,,Mill Basin Library,17,0,Mill Basin,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 7:00:00 AM,Brighton Beach,Kings Highway,1,Story Play,Story times,Yes,No,"early literacy, first five years, preschool, story play",Program,0.75,No,No,13,BirthToFiveYears,No,No,No,,827000,"Brighton Beach Library, Auditorium",No,,Julianne Desjardins,,,,,13,0,Brighton Beach,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 7:00:00 AM,Gerritsen Beach,Kings Highway,1,Storytime,Story times,Yes,No,"early literacy, first five years, preschool, storytime",Program,1,No,No,21,BirthToFiveYears,No,No,No,,825569,"Gerritsen Beach, Small Program Room",No,,Sabrina Abreu Gonzalez,,,,,21,0,Gerritsen Beach,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 7:00:00 AM,Homecrest,Kings Highway,1,Toddler Time,Story times,Yes,No,"first five years, music, storytime, toddler time",Program,0.5,No,No,3,BirthToFiveYears,No,No,No,,826657,Homecrest Library,No,,v.allston/a.savitsky,,,,,3,0,Homecrest,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 7:00:00 AM,Kensington,Kings Highway,1,Story Play,Story times,Yes,No,"first five years, storytime, summer reading",Program,0.75,No,No,61,BirthToFiveYears,No,No,No,,824163,Kensington Library,No,,"Emma Mamula, Children's Librarian",,,,,61,0,Kensington,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 7:00:00 AM,Sheepshead Bay,Kings Highway,1,"Baby Playtime: Learn, Play, Grow!",Story times,Yes,No,"first five years, story play",Program,0.6667,No,No,13,BirthToFiveYears,No,No,No,,826478,Sheepshead Bay Library,No,,,,,,,13,0,Sheepshead Bay,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,"English, Spanish",7/8/2026 6:30:00 AM,Arlington,New Lots,1,Toddler Time,Story times,Yes,No,"early literacy, first five years, preschool, storytime, toddler time",Program,1.5,No,No,23,BirthToFiveYears,No,No,No,,822144,"Arlington Library, Program Room",No,,Maribel N H,,,,,23,0,Arlington,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,"English, Spanish",7/8/2026 6:30:00 AM,Arlington,New Lots,1,Toddler Time,Story times,Yes,No,"early literacy, first five years, preschool, storytime, toddler time",Program,2,No,No,23,BirthToFiveYears,No,No,No,,818708,"Arlington Library, Program Room",No,,Maribel N H,,,,,23,0,Arlington,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 6:30:00 AM,Cypress Hills,New Lots,1,Musical Preschool Storytime,Story times,Yes,No,"early literacy, first five years, music, preschool storytime, storytime",Program,0.75,No,No,52,BirthToFiveYears,No,No,No,,820808,"Cypress Hills, Program Room",No,,,,,,,52,0,Cypress Hills,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 7:00:00 AM,Jamaica Bay,New Lots,1,Toddler Time,Story times,Yes,No,"storytime, toddler time",Program,0.5,No,No,26,BirthToFiveYears,No,No,No,,827598,"Jamaica Bay, Meeting Room",No,,,,,,,26,0,Jamaica Bay,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 6:15:00 AM,Macon,New Lots,1,Macon Storytime,Story times,Yes,No,"babies & books, storytime",Program,0.75,No,No,34,BirthToFiveYears,No,No,No,,819801,Macon Library,No,,Megan Delsey,,,,,34,0,Macon,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 7:15:00 AM,Macon,New Lots,1,Macon Storytime,Story times,Yes,No,"babies & books, storytime",Program,0.75,No,No,36,BirthToFiveYears,No,No,No,,819820,Macon Library,No,,Megan Delsey,,,,,36,0,Macon,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 7:00:00 AM,New Lots,New Lots,1,Storytime,Story times,Yes,No,"early literacy, first five years, preschool, storytime",Program,0.75,No,No,2,BirthToFiveYears,No,No,No,ENYR/Pinkerton,834359,New Lots Library,No,,Lea Salem,,,,,2,0,New Lots,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 6:30:00 AM,Saratoga,New Lots,1,Story Play,Story times,Yes,No,"early literacy, first five years, preschool, story play",Program,0.75,No,No,36,BirthToFiveYears,No,No,No,YFS,827338,"Saratoga, Meeting Room",No,,Donna Stover,program held on kids floor not meeting room,,,,36,0,Saratoga,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 7:00:00 AM,Stone Avenue,New Lots,1,First Five Years Storytime,Story times,Yes,No,"early literacy, first five years, preschool, storytime",Program,1,No,No,40,BirthToFiveYears,No,No,No,,830762,Stone Avenue Library,No,,Aisha Khanfri and Jessica Spears,,,,,40,0,Stone Avenue,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,"English, Spanish",7/8/2026 6:30:00 AM,Sunset Park,New Utrecht,1,Big Playdate at Sunset Park Library,Games,Yes,No,"Big Brooklyn Playdate, first five years, storytime",Program,1.5,No,No,80,BirthToFiveYears,No,No,No,,830481,"Sunset Park, Multipurpose Room A",No,,Samantha Margulies,,,,Sunset Park Library,80,0,Sunset Park,"No, not a one-on-one",,,,,,,0,0,0,,
Salesforce,,7/8/2026 12:00:00 AM,Central  Learning Center,Central,1,Adult Basic Education,Adult Education,No,No,"Adult Learning, Learning Center, Small Group, ABE",Program,2,No,No,4,Adults,No,No,No,Adult Learning,,,No,,,,,,,0,0,Central  Learning Center,"No, not a one-on-one",,,,,,,,,,,
Salesforce,,7/8/2026 12:00:00 AM,Central  Learning Center,Central,1,Adult Basic Education,Adult Education,No,No,"Adult Learning, Learning Center, Small Group, ABE",Program,2,No,No,0,Adults,No,No,No,Adult Learning,,,No,,,,,,,0,0,Central  Learning Center,"No, not a one-on-one",,,,,,,,,,,
Salesforce,,7/8/2026 12:00:00 AM,Central  Learning Center,Central,1,Adult Basic Education,Adult Education,No,No,"Adult Learning, Learning Center, Small Group, ABE",Program,2,No,No,0,Adults,No,No,No,Adult Learning,,,No,,,,,,,0,0,Central  Learning Center,"No, not a one-on-one",,,,,,,,,,,
Salesforce,,7/8/2026 12:00:00 AM,Central  Learning Center,Central,1,Adult Basic Education,Adult Education,No,No,"Adult Learning, Learning Center, Small Group, ABE",Program,2,No,No,1,Adults,No,No,No,Adult Learning,,,No,,,,,,,0,0,Central  Learning Center,"No, not a one-on-one",,,,,,,,,,,
Salesforce,,7/8/2026 12:00:00 AM,Central  Learning Center,Central,1,Adult Basic Education,Adult Education,No,No,"Adult Learning, Learning Center, Small Group, ABE",Program,2,No,No,1,Adults,No,No,No,Adult Learning,,,No,,,,,,,0,0,Central  Learning Center,"No, not a one-on-one",,,,,,,,,,,
Calendar of Events,English,7/8/2026 9:00:00 AM,New Lots,New Lots,1,Crochet Circle,"Crafting, Digital Media, Making",Yes,No,"arts and crafts, crochet, knitting and crocheting",Program,2,No,No,3,Adults,No,No,No,,834365,New Lots Library,No,,Hannah Lobb and Lea Salem,,,,,3,0,New Lots,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 11:00:00 AM,Cypress Hills,New Lots,1,Adult Board Games,Games,Yes,No,"game on, table-top & board games",Program,1,No,No,3,Adults,No,No,No,,823633,Cypress Hills Library,No,,,,,,,3,0,Cypress Hills,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 6:30:00 AM,Gravesend,New Utrecht,1,Pop-Up Period Pantry in West Playground,Health & Wellness,Yes,No,"Cycle Alliance, everyone is welcome here, giveaways",Program,3,No,No,30,Adults,No,No,No,Incubator,834223,Gravesend Library,No,,Erika Spelman and Maria McGrath,,,,"Central Library, Gravesend Library",30,0,Gravesend,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 9:00:00 AM,Brooklyn Heights,Park Slope,1,Mindful Coloring for Adults and Teens,"Crafting, Digital Media, Making",Yes,No,"arts and crafts, creative aging",Program,1,No,No,3,Adults,No,No,No,,830885,"Brooklyn Heights Library, Craft Room",No,,Vicki,,,,Brooklyn Heights Library,3,0,Brooklyn Heights,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 11:30:00 AM,Adams Street,Park Slope,1,Book Concierge,Reading & Writing,Yes,No,"book discussion, bookish, summer reading",Program,1.5,No,No,7,Adults,No,No,No,,829724,Adams Street Library,No,,Katie Vermilyea,,,,,7,0,Adams Street,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 11:00:00 AM,Park Slope,Park Slope,1,Theater Workshop,Reading & Writing,Yes,No,"America 250, book discussion, performance",Program,2,No,No,10,Adults,No,No,No,,828849,"Park Slope, Auditorium",No,,Richard Omar,,,,,10,0,Park Slope,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 6:30:00 AM,"Central, Youth Wing",Central,1,Storytime,Story times,Yes,No,"early literacy, first five years, preschool, storytime",Program,0.5,No,No,100,BirthToFiveYears,No,No,No,Youth Wing,829070,"Central Library, Youth Wing",No,,,,,,,100,0,"Central, Youth Wing","No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 11:00:00 AM,Marcy,Crown Heights,1,Game On! for Babies and Toddlers,Games,Yes,No,"first five years, table-top & board games",Program,1,No,No,20,BirthToFiveYears,No,No,No,,833542,Marcy Library,No,,Traci Barrow,,,,,20,0,Marcy,"No, not a one-on-one",,,,,,,0,0,0,,
TeleStory,,7/8/2026 12:00:00 AM,Central,,1,TeleStory Call,Passive Programs,No,,,Outreach,,No,No,2,Adults,,,,Justice Initiatives,,,,,,,Jail/Prison,Televisit,,1,0,,"No, not a one-on-one",,,,,,,,,,,
Calendar of Events,"English, Spanish",7/8/2026 12:30:00 PM,Sunset Park,New Utrecht,1,After School Stories,Story times,Yes,No,"ADHD, autism, developmental disabilities, gardening, Inclusive Services, learning disabilities, Spanish",Program,1,No,No,14,Kids,No,No,No,Inclusive Services,817533,Sunset Park Library,No,,Henry Davis,,,,,14,0,Sunset Park,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 11:30:00 AM,Carroll Gardens,Park Slope,1,Summer at the Library: Face Painting with Elaine Messi,"Dance, Music, Movies, & Performance",Yes,No,"Events for Youth and Family, kids, summer reading",Program,1,No,No,45,Kids,No,No,No,PED,828924,Carroll Gardens Library,No,,"Elaine Messi, Nicole Gaudier-Alemany, Rebecca Kornman, Gina Kromhout",,,,,45,0,Carroll Gardens,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 11:30:00 AM,Brooklyn Heights,Park Slope,1,Game On! Board Games For Kids,Games,Yes,No,"game on, kids, table-top & board games",Program,1,No,No,23,Kids,No,No,No,,831781,"Brooklyn Heights Library, Craft Room",No,,Sharon Handler,,,,,23,0,Brooklyn Heights,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 6:30:00 AM,Brooklyn Heights,Park Slope,1,Cadman Park Storytime,Story times,Yes,No,"BPL Outdoors, first five years, live music, storytime",Program,0.5,No,No,97,Kids,No,No,No,,825195,Brooklyn Heights Library,No,,Brianna,,,,,97,0,Brooklyn Heights,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 11:30:00 AM,Brower Park,Crown Heights,1,Bad Art Club: Clay,"Crafting, Digital Media, Making",Yes,No,"arts and crafts, DIY, teen time",Program,1.5,No,No,6,Teens,No,No,No,,827874,"Brower Park Library, Community Room 1",No,,,,,,,6,0,Brower Park,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 12:00:00 PM,Greenpoint,Crown Heights,1,Teens DIY: Decorate A Water Bottle,"Crafting, Digital Media, Making",Yes,No,"DIY, summer reading, teen time",Program,1.5,No,No,7,Teens,No,No,No,,830111,"Greenpoint, Eco Lab 3 (Teens)",No,,shelda zajmi,,,,,7,0,Greenpoint,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 11:30:00 AM,Marcy,Crown Heights,1,Teen DIY,"Crafting, Digital Media, Making",Yes,No,"arts and crafts, summer reading, teen time",Program,1.5,No,No,5,Teens,No,No,No,,831089,Marcy Library,No,,K.Green,,,,,5,0,Marcy,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 11:30:00 AM,Clarendon,Flatbush,1,All Ages Gaming,Games,Yes,No,"kids tech time, teen tech time, video games",Program,1.5,No,No,15,Teens,No,No,No,,830251,"Clarendon, Meeting Room",No,,"Grace Pickering, Brian Eng",,,,,15,0,Clarendon,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 11:30:00 AM,Windsor Terrace,Flatbush,1,Teen Tech Time @ Windsor Terrace,Games,Yes,No,"teen tech time, video games",Program,1.5,No,No,4,Teens,No,No,No,,831431,"Windsor Terrace, Meeting Room",No,,MHawkins,,,,,4,0,Windsor Terrace,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 12:00:00 PM,East Flatbush,Flatbush,1,Art Workshop for Teens,Juv & YA Education,Yes,No,arts and crafts,Program,1,No,No,10,Teens,No,No,No,,834685,East Flatbush Library,No,,PED,,,,,10,0,East Flatbush,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 12:00:00 PM,East Flatbush,Flatbush,1,Glow Science Lab,Juv & YA Education,Yes,No,"science and math, teen time",Program,1,No,No,10,Teens,No,No,No,,834214,"East Flatbush, Small Conference Room",No,,Nigesti,,,,East Flatbush Library,10,0,East Flatbush,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 11:00:00 AM,Ryder,Kings Highway,1,Teens DIY: Rock Painting,"Crafting, Digital Media, Making",Yes,No,"arts and crafts, DIY, teen time",Program,1,No,No,3,Teens,No,No,No,,829286,"Ryder, Tech Center",No,,Amanda Ortega,,,,,3,0,Ryder,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 12:00:00 PM,Kings Bay,Kings Highway,1,Tech Time for all ages at the Kings Bay Library,Games,Yes,No,"kids tech time, techknowledge, teen tech time",Program,1,No,No,6,Teens,No,No,No,,831462,"Kings Bay, Meeting Room",No,,Erin Colley,,,,,6,0,Kings Bay,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 10:00:00 AM,Mapleton,Kings Highway,1,Techmobile @ Mapleton,Passive Programs,Yes,No,"BPL Outdoors, techknowledge, teen tech time",Program,2,No,No,20,Teens,No,No,No,,834486,Mapleton Library,No,,"Justin Liang, Kevser Ceteman",,,,,20,0,Mapleton,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 10:00:00 AM,Spring Creek,New Lots,1,Arts & Crafts,"Crafting, Digital Media, Making",Yes,No,arts and crafts,Program,1.5,No,No,28,Teens,No,No,No,,832209,"Spring Creek, Meeting Room",No,,Jordan Deveraux,,,,,28,0,Spring Creek,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 11:30:00 AM,Jamaica Bay,New Lots,1,Teen Tech Time,Games,Yes,No,"teen tech time, teen time, video games",Program,1.5,No,No,6,Teens,No,No,No,,829639,"Jamaica Bay, Meeting Room",No,,,,,,,6,0,Jamaica Bay,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 11:30:00 AM,New Lots,New Lots,1,Kids & Teen Time at New Hope Family Worship Center,Games,Yes,No,"after school, arts and crafts, kids, table-top & board games, teen time",Program,1,No,No,2,Teens,No,No,No,,833950,New Lots Library,No,,,,,,,2,0,New Lots,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 11:30:00 AM,Stone Avenue,New Lots,1,Teen Tech Time : Video-Games for Teens,Games,Yes,No,"teen tech time, video games",Program,1.5,No,No,11,Teens,No,No,No,"Connected Communities (NYC-CC), Tech Tools (DASNY)",830748,Stone Avenue Library,No,,KVillagomez,,,,,11,0,Stone Avenue,"No, not a one-on-one",,,,,,,0,0,0,,
Salesforce,,7/8/2026 12:00:00 AM,Central  Learning Center,Central,1,Adult Basic Education,Adult Education,No,No,"Adult Learning, Learning Center, Small Group, ABE",Program,2,No,No,2,Adults,No,No,No,Adult Learning,,,No,,,,,,,0,0,Central  Learning Center,"No, not a one-on-one",,,,,,,,,,,
Salesforce,,7/8/2026 12:00:00 AM,Eastern Parkway Learning Center,Crown Heights,1,Adult Basic Education,Adult Education,No,No,"Adult Learning, Learning Center, Small Group, ABE",Program,2,No,No,2,Adults,No,No,No,Adult Learning,,,No,,,,,,,0,0,Eastern Parkway,"No, not a one-on-one",,,,,,,,,,,
